,title,author,publisher,publistDate,ISBN,pages,genre,description,book_img_url,stock,totalQuantity
88,미움받을 용기 (200만 부 기념 스페셜 에디션),기시미 이치로,인플루엔셜,2022년 12월 28일,9791168340770,340,인문,"200만 독자가 선택한 우리 시대의 새로운 고전!- 51주 연속, 역대 최장기간 베스트셀러 1위!- 전 세계 1000만 부 돌파한 글로벌 베스트셀러!모든 고민은 인간관계에서 비롯된다.타인에게 미움받는 것을 두려워하지 마라. 모든 것은 용기의 문제다.사람은 누구나 변화를 원한다. 지금보다 더 자유로운 삶, 지금보다 더 성공적인 삶, 지금보다 더 행복한 삶. 하지만 우리는 쉽게 핑계를 대고, 쉽게 포기한다. 지금 자신의 인생을 되돌아보자. “내게 조금 더 능력이 있었더라면”, “좀 더 부잣집에서 태어났더라면”, “참고 견디면 언젠가 나아지겠지”라며 환경을 탓하거나 현실을 외면하지는 않았는지 말이다. 이런 우리에게 “인간은 변할 수 있고, 누구나 행복해질 수 있다”라고 단언하는 철학자가 있다. 그간 상식으로 일컬어지던 프로이트의 ‘원인론’을 정면으로 부정하며, 자유도 행복도 모두 ‘용기’의 문제일 뿐 환경이나 능력의 문제가 아님을 보여준 알프레드 아들러(Alfred Adler)다. 2014년 출간돼 51주 연속 베스트셀러 1위를 기록하며 대한민국에 아들러 열풍을 일으킨 책 『미움받을 용기』가 국내 200만 부 판매를 기념하며 리커버 에디션으로 독자들을 찾아왔다. 이번 리커버는 8년간 변함없는 사랑을 보내준 한국 독자들에게 보내는 두 저자의 친서와 함께, 세련된 디자인과 따뜻한 삽화로 새 옷을 입었다. 오랫동안 아들러를 연구해 온 철학자 기시미 이치로의 혜안과 일본의 대표적인 스토리텔링 작가 고가 후미타케의 필력이 돋보이는 『미움받을 용기』는 2022년 현재 40개국 이상에서 번역 출간되었으며, 전 세계 누적 판매 1000만 부를 돌파하는 경이적인 기록을 세우기도 했다. 프로이트, 융과 함께 ‘심리학의 3대 거장’으로 불리는 아들러는 인간은 능력이나 환경, 과거의 트라우마와 관계없이 얼마든지 변할 수 있는 존재이며, 이를 위해서는 현재의 나를 있는 그대로 받아들이고 눈앞에 놓인 문제를 직시할 ‘용기’가 필요하다고 말한다. 이 책은 자유로워질 용기, 평범해질 용기 그리고 ‘미움받을 용기’까지, 자유롭고 행복한 삶을 위한 아들러의 가르침을 ‘철학자와 청년의 대화’ 형식으로 엮어, ‘어떻게 행복한 인생을 살 것인가?’라는 인간 본연의 질문에 쉽고 명쾌한 해답을 제시해준다.                                ",116599423.jpg,0,0
89,[예스리커버] 회복탄력성,김주환,위즈덤하우스,2019년 03월 29일,9791189938772,268,자기계발,"심리학, 뇌과학, 철학, 사회과학, 종교가 찾아낸 멘탈 회복의 정답“지금 우리에게 필요한 것은 회복탄력성이다!”2011년, 국내 최초로 “회복탄력성”이라는 개념을 제시하며 언론, 교육계, 심리학계의 주목을 받은 책  『회복탄력성』은 이미 20만 명 이상의 독자들의 사랑을 받아왔다. 저자 김주환 교수는 기존 책에서 왜 지금 우리에게 회복탄력성이 필요한지에 대한 새로운 글을 더해 책의 소장 가치를 높였다.회복탄력성(resilience)은 원래 제자리로 돌아오는 힘을 일컫는 말로, 심리학에서는 주로 시련이나 고난을 이겨내는 긍정적인 힘을 의미하는 말로 쓰인다. 연세대 김주환 교수는 회복탄력성으로 어려움을 이겨낸 사람들의 사례를 소개하고, 수십 년 간 이어온 회복탄력성에 대한 연구결과를 제시해 설득력을 높인다. 그리고 모든 독자가 자신의 회복탄력성 지수를 진단하여 회복탄력성을 키울 수 있도록 이끌어준다.                                ",71743513.jpg,0,0
91,건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식,조승우,바이북스,2022년 10월 20일,9791158773120,294,건강 취미,"한약사가 알려주는 채소·과일식 해독법. 다이어트 보좌관이자 피토테라피스트 한약사 조승우가 『건강과 다이어트를 동시에 잡는 채소·과일식』을 세상에 내놓는다. 다이어트의 핵심은 독소 청소인데, 이를 위해 단순하면서 자연스러운 가장 효과적인 식단인 채소·과일식을 소개한다. 이 책은 가공식품과 화학첨가제의 진실을 알려준다. 또한 채소·과일식을 손쉽게 할 수 있는 방법부터 3주 프로그램을 통해 식단관리하는 방법까지 담겨 있다. 저자는 채소·과일식을 70%, 가공식품을 30%로 식단관리를 하도록 권한다. 여러분의 건강하고 행복한 삶을 기원한다.

                                                ",114251948.jpg,0,0
92,해커스 여행일본어 10분의 기적,해커스 일본어연구소,해커스어학연구소,2019년 05월 13일,9788965422907,164,국어 외국어 사...,"『해커스 여행일본어 10분의 기적』은 상황별·장소별로 바로 말하는 여행 일본어 회화책이다. 일본어를 몰라도 따라하면 말이 술술, 여행의 재미가 생긴다! 일본 여행 중 꼭 쓰는 표현 [이 말 만은 알고 가자]를 수록하였다. 여행지 어디서든 기본적으로 많이 쓰는 표현과 [여행이 한층 더 풍부해지는 일본어]를 수록하였으며 [급할 때 바로 찾아 말하는 여행 단어 사전] 또한 수록하였다.

                                                ",72334664.jpg,0,0
93,[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,2023년 05월 30일,9788932474892,492,인문,"건축물은 인간의 생각과 세상의 물질이 만나 만들어진 결정체로, 많은 자본이 드는 만큼 여러 사람의 의견이 일치할 때만 완성되는 그 사회의 반영이자 단면이다. 그렇기에 건축물을 보면 당대 사람들이 세상을 읽는 관점, 물질을 다루는 기술 수준, 사회 경제 시스템, 인간에 대한 이해, 꿈꾸는 이상향, 생존을 위한 몸부림 등이 보인다. 이 책은 건축가 유현준이 감명받거나 영감을 얻은 30개의 건축물을 소개한다. 이 작품들을 설계한 건축가들은 수백 년 된 전통을 뒤집거나 비트는 혁명적인 생각으로 건축의 새로운 시대를 열었다. 저자는 이 건축물들을 통해 건축 디자인이 무엇인지 배웠다고 해도 과언이 아니라고 말하며, “이 건축물들을 통해 독자들이 세상을 바라보는 또 하나의 시각을 만드는 데 도움이 되기를 바”란다는 말과 함께 건축물들을 소개한다.

                                                ",119014992.jpg,0,0
94,한 권으로 끝내는 해커스 토익 700+ (LC+RC+VOCA),해커스 어학연구소,해커스어학연구소,2023년 08월 07일,9788965424628,604,국어 외국어 사...,"최신기출유형 100% 반영 
20일 만에 토익 LC+RC+VOCA 한 권으로 끝!

토익 기초부터 실전까지 한 권으로 완성한다. 나에게 딱 맞는 [20일 학습플랜]으로 단번에 목표점수 달성! 확실한 목표점수 달성을 위한 [기초 다지기 & 영역별 기출 핵심 포인트]를 수록했고 최신 토익 기출유형을 완벽 반영한 풍부하고 다양한 문제를 수록했다. 독학도 가능한 상세한 강의식 해설! 무료 [토익 실전모의고사 2회분(교재 1회+온라인 1회)]를 제공한다. 

                                                ",105853213.jpg,0,0
96,정의란 무엇인가,마이클 샌델,와이즈베리,2014년 11월 20일,9788937834790,444,사회 정치,"“대한민국에 정의 열풍을 몰고 온 시대의 화제작!”

SERI CEO, 현대경제연구원 추천도서
국립중앙도서관 우수 이용 도서
한국간행물윤리위원회 선정 대학 신입생 추천도서 
철학박사이자 샌델 전문가 김선욱 교수 감수

하버드 최고의 명강의를 책으로 만나다!

세계적인 석학 마이클 샌델의 정치철학 명강의를 모은 『정의란 무엇인가』는 한국에서만 누적 판매 200만 부를 자랑하는 초대형 베스트셀러다. 실제로 대학에서 진행한 강의답게 이 책은 샌델이 자기의 주장이나 가치관을 펼치기보다는 정치 철학자들이 남긴 시대를 초월한 철학적인 질문들, 공리주의와 자유주의, 공동체주의에 대한 핵심적인 이론들을 다양한 사례를 들어 알기 쉽게 소개하고 있다. 국내에서 출간된 지 20년이 넘었지만 여전히 이 책에서 제기한 담론은 우리 사회를 뜨겁게 달구며 화제의 중심에 서 있다. 그야말로 시대를 대표하는 인문 스테디셀러로 자리매김하고 있는 것이다. 우리가 막연하게 생각했던 ‘정의’의 개념을 보다 명확하게 그릴 수 있도록 도와주는 한편, 매우 훌륭한 철학서이자 윤리학 입문서로도 손색이 없다. 보다 넓은 지식의 세계를 향유하고 싶다면 『정의란 무엇인가』가 그 탁월한 선택이 될 수 있다. 우리를 철학 및 윤리학의 세계로 이끄는 것은 물론 깊고 강한 울림을 줄 것이다. 이제 당신이 『정의란 무엇인가』를 읽을 차례다. 

                                                ",15156691.jpg,0,0
97,해커스 토익 스타트 RC Reading (리딩),David Cho,해커스어학연구소,2023년 06월 12일,9788965423379,580,국어 외국어 사...,"토익 베스트셀러 1위! 초보를 위한 토익 입문서!
해커스 토익 스타트 Reading
 
토익 기초 문법/어휘/독해 4주 완성! 토익 최신기출경향 완벽 분석 및 반영했다. 지문 끊어 읽기와 상세한 해설로 모든 지문 및 문제 꼼꼼하게 학습 가능하다. 독해 문제를 명쾌하게 해결해주는 문제풀이 전략 제공했다. 또한 실전 대비를 위한 실전모의고사(별책) 1회분 제공한다.

                                                ",85028097.jpg,0,0
98,아몬드 (청소년판),손원평,다즐링,2023년 07월 14일,9791198363503,308,청소년,"- 전 세계0010 30개국 출간- 국내 100만 부 판매 베스트셀러 - 아시아권 최초, 일본 서점대상 1위 수상- 美 아마존 베스트북 선정- 특별부록, 단편 외전 수록인간을 구성하는 두 가지 위대한 키워드, ‘감정’ 그리고 ‘사랑’ 감정을 느끼지 못하는 독특한 소년의 특별하고 사랑스러운 성장 이야기청소년, 부모, 성인 독자를 아우르는 100만 부 베스트셀러, 올타임 스테디셀러 『아몬드』의 귀환!  2017년 처음 출간된 이래 국내 종이책 기준 100만 부 판매를 기록한 베스트셀러이자 스테디 셀러 『아몬드』가 절판기간을 거쳐 재출간된다. 강렬하고 새로운 2종의 표지로 청소년과 성인 독자에게 새롭게 다가가며, 단편 외전이 함께 수록돼 상상력과 읽는 재미를 배가시킨다.  『아몬드』는 ‘감정을 느끼지 못하는 소년’ 윤재가 세상에 걸음을 내딛는 이야기로, 청소년부터 성인에 이르기까지 전연령대 독자의 꾸준한 사랑을 받아왔다. 이미 30여 개국에 번역수출돼 세계시장을 매료시킨 이 책은 어느새 K문학이라 일컬어지는 한국 문학의 명실상부한 성취를 증명한다. 청소년이 직접 심사위원으로 참여한 창비 청소년 문학상, 일본 서점인들이 뽑은 일본 서점 대상 수상작이며 2020년 아마존 베스트 북에 선정됐다.                                 ",119700269.jpg,0,0
99,백년허리1 진단편,정선근,언탱글링,2021년 04월 14일,9791197437304,484,건강 취미,"서울대 의대 재활의학과 정선근 교수의 스테디셀러인 ‘백년허리’의 개정증보판이다. 백년허리의 초판에서 고쳐야 할 부분을 대거 보충 하였을 뿐 아니라, 허리 통증은 진화의 축복이라는 요통에 대한 새로운 관점을 제시하고 있다. 요통이 축복이라는 관점은 통증에 대한 올바른 해석이 선행 되어야 한다. 저자는 독자 스스로가 그 해결책의 실마리를 찾을 수 있도록 하는 것이 집필의 목적이라고 하고 있다. 이어서 출간되는 ‘백년허리 2권 치료편’에서는 실제적인 치료 방법이 제시될 예정이다. 

                                                ",99360153.jpg,0,0
100,해커스톡 여행영어 10분의 기적,해커스 어학연구소,해커스어학연구소,2019년 01월 02일,9788965422778,222,국어 외국어 사...,"여행을 앞두고 있는 영어 왕초보나 하고 싶은 말을 영어로 자유롭게 하면서 여행을 즐겁게 하고 싶은 분들에게 도움이 되는 책이다. 여행지에서 자주 쓰는 쉬운 패턴 몇 개만으로 원하는 말을 영어로 쉽게 할 수 있도록 도와준다.





                                                ",67505388.jpg,0,0
101,지적 대화를 위한 넓고 얕은 지식 2,채사장,웨일북,2020년 02월 01일,9791190313193,334,인문,"“타인과 지적 대화를 하기 위해서 반드시 깔려 있어야 하는 가장 기본 지식”  우리 시대 대표 인문 교양서 「지대넓얕」 첫 개정증보판수백만 독자가 읽고 열광하고, 수년간 인문학 필수 도서로 자리 잡은 대표 인문학 시리즈가 옷을 갈아입고 돌아왔다 어렵고 딱딱하던 인문학 분야 판도를 뒤바꾼 책. 출간 즉시 베스트셀러에 오르는 것을 시작으로, 200만 부 누적 판매를 돌파해 더블 밀리언셀러를 기록하며, 장장 5년간 스테디셀러의 자리에서 꿈쩍도 하지 않은 책. 발음하기도 낯설고 어려운 ‘지대넓얕’이라는 말을 유행시키고, 유사 콘셉트의 TV 프로그램까지 탄생시킨 책, 기초 상식에 목말라 있던 보통 사람들이 거리낌 없이 토론하게 하고 뉴스를 주체적으로 보게 하고 선거에서 주관을 갖게 한 책, 80대 독자가 독학을 시작하고 중학생 독자가 인문학을 읽게 하고 직장인들이 독서 모임을 갖게 하는 등 세대 불문 남녀노소 읽을 수 있도록 쉽고 재미있게 쓰였다고 평가받는 책. 이 모든 것이 『지적 대화를 위한 넓고 얕은 지식』에 대한 설명이다. 신간 [제로] 편에 이어, 출간 5년 만에 처음으로 개정증보판이 나왔다. 거칠고 부족했던 부분은 부드럽게 매만지고 채워 넣었다. 낡은 이야기는 시대에 맞게 바꿨다. 작가 채사장이 출간 후 많은 독자와 만나 나누었던 이야기들은 책을 개정하는 데 도움이 되었다. 꼼꼼하게 수선된 개정판을 읽는 순간, 왜 지난 5년간 이 책의 아성이 깨지지 않았는지 확인하게 될 것이다.                                 ",86545684.jpg,0,0
102,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",이치조 미사키,모모,2021년 06월 28일,9791191043297,376,소설/시/희곡,"매일 기억을 잃는 너와
두 번 다시 돌아갈 수 없는 사랑을 했다
제26회 전격소설대상 ‘미디어워크스문고상’ 수상작

밤에 자고 일어나면 기억이 리셋되는 ‘선행성 기억상실증’을 앓는 소녀 히노 마오리와 무미건조한 인생을 살고 있는 평범한 고등학생 가미야 도루의 풋풋하고 애틋한 사랑 이야기. 선행성 기억상실증이라는 익숙한 소재를 매우 수준 높은 청춘 소설로 탄생시켰다는 극찬을 받으며 제26회 전격소설대상 ‘미디어워크스문고상’을 수상한 이 작품은 간질간질한 청춘의 로맨스를 전혀 예측할 수 없는 국면으로 끌고 가, 깐깐하고 엄격한 심사위원 모두를 눈물 흘리게 만들었다는 흥미로운 뒷이야기를 남긴 소설이기도 하다.

“날 모르겠지만, 사귀어줄래…?” 어쩔 수 없이 건넨 도루의 거짓 고백을 “날 정말로 좋아하지 말 것. 지킬 수 있어?”라는 조건을 걸고 허락한 히노. 조건부 연애였던 두 사람의 관계는, 연인이지만 연인이 아닌 이 특수한 관계는 ‘매일 기억이 사라지는’ 잔혹한 현실을 극복해나갈 수 있을까? 이들 사랑의 끝에 어떤 결과가 기다리고 있을까?




                                                ",102360203.jpg,0,0
103,JLPT(일본어능력시험) 한권으로 끝내기 N3,이치우,다락원,2021년 10월 11일,9788927712435,680,국어 외국어 사...,"『2021 JLPT(일본어능력시험) 한권으로 끝내기 N3』은 1998년에 처음 발간되어 큰 호응을 얻었던 『일본어능력시험 한권으로 끝내기 시리즈』의 다섯 번째 개정판으로, 2016년 개정된 JLPT(일본어능력시험) N3의 최신 개정판입니다.  시험에 완벽하게 대응할 수 있도록 실제 시험 문제와 같은 형식인 1교시 언어지식(문자·어휘·문법)·독해, 2교시 청해 순으로 구성되었습니다. 이번 개정판에서는 2010년부터 2021년까지 실제 시험에서 출제된 어휘와 문법을 연도별로 실었으며, 문제 유형을 철저히 분석?반영하여 「JLPT(일본어능력시험) N3」의 문자·어휘, 문법, 독해, 청해 각 파트를 종합적으로 마스터할 수 있도록 하였습니다. 또한 「JLPT(일본어능력시험) N3」에서 고득점을 받을 수 있도록 각 파트별 총정리는 물론, 확인문제와 예상문제, 실전모의테스트 4회분(별책 2회분+온라인 2회분), 해석 및 해설집, 스피드 체크북, 단어 연습장(PDF)까지 알찬 구성으로 이루어져 있습니다. 듣기음성은 다락원 홈페이지에서 다운로드는 물론, QR코드를 통해 스마트폰으로 바로 듣거나 다운로드 하실 수 있습니다.

                                                ",104074668.jpg,0,0
104,몬스터 차일드,이재문,사계절,2021년 09월 10일,9791160947540,212,어린이,"제1회 사계절어린이문학상 대상 수상작
차별과 편견의 벽을 뛰어넘기 위한 돌연변이들의 힘찬 도약!

유난히 남의 눈치를 보는 아이가 있다. 몸속의 돌연변이 유전자가 활동하기 시작하면, 아이는 온몸이 털로 뒤덮이고 날카로운 발톱과 어마어마한 힘이 생긴다. 시간이 지나면 이전의 모습으로 돌아가지만, 사람들은 그 아이를 ‘괴물’이라 부르며 두려워한다. 

그 아이는 언제부터 괴물이었을까? 돌연변이 유전자를 가지고 태어난 순간부터, 남다른 성격을 가지면서부터, 겉모습이 다른 동안에만… 아니면 사람들이 그 아이를 괴물이라고 부른 순간부터? 

제1회 사계절어린이문학상 대상 수상작 『몬스터 차일드』는 가상의 질병 ‘몬스터 차일드 증후군’을 소재로 삼은 흥미진진한 판타지다. 불시에 털북숭이로 변하는 아이들이 사회적 문제이자 위험으로 취급되는 사회. 자기 정체를 숨기며 살아 온 하늬는 일곱 번째로 전학한 학교에서 돌연변이 연우를 만나 처음으로 자유로운 삶을 꿈꾼다. 그런데 마을이 정체 모를 괴물의 습격을 받으면서, 사람들의 적대적인 시선이 돌연변이들을 향한다. 

차별과 편견에 맞서 ‘나’와 소중한 사람들을 지키려는 몬스터 차일드들의 모험, 연대와 성장은 독자들의 눈과 마음을 사로잡기 충분하다. 또한 ‘보통’이나 ‘다수’에 속하지 않는다는 이유로 차별받고 억압받는 약자들의 모습과 겹쳐지며, 오늘을 돌아보고 새로운 내일을 꿈꾸게 만든다. 장르물의 매력과 동화의 미덕, 사회에 대한 문제의식을 고루 갖추어 사계절어린이문학상의 첫 번째 수상작으로 결정되었다. 

                                                ",103668412.jpg,0,0
105,고전의 숲,김태완,포레스트북스,2023년 06월 05일,9791192625485,292,청소년,"고전 선생님이 들려주는 세상에서 가장 지혜롭고 재미있는 이야기 사자성어- 청소년 필수 고전 58편 수록- 4대 서점 청소년 분야 장기 베스트셀러, 맘카페 화제의 도서 『철학의 숲』 후속작아이가 고학년이 되면 많은 것이 달라진다. 학습량도 부쩍 늘어날뿐더러 사고력을 확장시키는 폭넓은 독서 습관이 매우 중요해진다. 이 시기에 쌓아 올린 생각의 자원이 아이들이 앞으로 인생을 살아가는 데 든든한 디딤돌이 되어주기 때문이다. 그리고 아이들의 생각 그릇을 넓히기 가장 좋은 콘텐츠는 단연 ‘고전’이다. 하지만 여기서 다시 부모의 고민이 시작된다. 고전 명작 필독서를 사서 집의 책장을 빽빽이 채워두지만 정작 아이의 독서는 어릴 때 읽던 학습 만화책이나 가벼운 동화책 단계에 머물러 있을 뿐이다. 도대체 어떻게 해야 아이들에게 고전이라는 삶의 한 양식을 효과적으로 전할 수 있을까?  사실 이 문제는 아이가 아닌 부모의 생각부터 바꾸어야 답이 보인다. 아이는 고전을 싫어하는 것이 아니라 아직 ‘재밌는’ 고전을 만나지 못했을 뿐이기 때문이다. 심지어 독서가 습관이 되지도 않았는데 다들 그렇게 한다는 세상의 기준으로 몰아붙이고 다그치니 아이와 고전의 사이는 가까워질 기회조차 얻지 못하는 셈이다. 지난 2020년 발간 당시 책을 싫어하는 아이도 스스로 찾아 읽는다는 입소문을 타고 청소년 베스트셀러로 자리매김한 『철학의 숲』 후속작인 이 책 역시 무겁고 고리타분한 지식을 전해주기보다 아이들 스스로 흥미를 갖고 생각을 확장시킬 수 있는 다양한 스토리를 선보인다. 예로부터 전해 내려온 작품들을 10대의 눈높이로 풀어내 마치 게임을 즐기듯 고전과 인사하고, 만화책을 독파하듯 고전이 보여주는 세계 속에 몰입하게 만든다. 지나치게 예스러운 표현, 과하게 어려운 한자, 선하기만 한 영웅이나 일방적인 악인 등 뻔한 등장인물 같은 요소를 줄인 대신 흥미진진하고 재밌는 스토리, 화려한 일러스트, 여러 시행착오를 겪는 마치 나 자신을 보여주는 듯한 주인공을 더해 고전은 고루하다는 기존의 문법까지 보기 좋게 깨트린다.  독서란 결코 강요되어서는 안 된다. 아이가 스스로 즐거워하고 행복해할 수 있는 콘텐츠를 만날 수 있도록 부모는 친절한 안내자가 되어야 한다. 이제 이 책 속에 등장하는 흥미로운 인물의 이야기로 대화의 물꼬를 튼 뒤, 나머지는 아이의 몫으로 남겨두자. 분명 얼마 지나지 않아 오래전부터 전해 내려오는 지혜로운 이야기 속에 반짝이는 생각을 더해 자기만의 언어로 제법 근사하게 표현하는 아이의 놀라운 변화를 목격하게 될 테니까.                                ",119243875.jpg,0,0
106,회색 인간,김동식,요다,2017년 12월 27일,9791196222628,356,소설/시/희곡,"2017년, 독자들이 발굴하여 등단한 김동식 소설가의 데뷔작 『회색 인간』 100쇄 기념 에디션. 100쇄를 기념해 독자들이 보내온 축전 가운데 50인의 글을 모아 부록에 실었다. 독서와 거리를 두었던 학생들, 새로운 화법의 소설에 목말라했던 문학 애호가들이 보내온 축전에서 드러나듯 이 작품은 7년이 지난 현재까지도 전 세대의 독자에게 꾸준한 사랑을 받으며 스테디셀러에 자리하고 있다.

오리지널 표지가 표제작의 주요 배경인 ‘지저 세계’를 표현했다면, 이번 특별판은 이야기의 결말을 '빛'으로 해석하여 새로운 장정으로 디자인했다. 참혹한 현실에서도 예술이 인간의 내면에 어떤 빛을 비추는지를 보여주는 「회색 인간」처럼, 이 작품집에 담긴 스물네 편의 이야기가 계속해서 독자들의 삶에 다양한 갈래의 희망으로 다가가길 바라본다. 

                                                ",57799398.jpg,0,0
107,마케팅 설계자,러셀 브런슨,윌북(willbook),2022년 12월 30일,9791155815656,472,경제 경영,"미국 마케팅 업계의 새로운 구루자동 수익을 완결한 퍼널 해커러셀 브런슨이 온다!온라인 비즈니스 설계자를 위한 ‘스타트업의 과학’ 시리즈 1권 첫 출간!1000억 원 규모의 마케팅 기업을 단숨에 일궈내며 마케팅의 새로운 신화로 떠오른 러셀 브런슨의 ‘스타트업의 과학’ 시리즈 첫 책이다. 첫 광고 카피를 쓰는 순간부터 고객이 구매 버튼을 누르는 마지막 순간까지 모든 판매 과정이 자연스럽게 흘러가는 마케팅 시스템의 설계법을 차근차근 알려준다. 애써 만든 광고를 사람들이 클릭하지 않아서 낙담한 적 있는가? 광고를 본 사람은 많은데 구매율이 떨어져서 당황한 적 있는가? 진짜 문제는 카피도, 방문자 수도, 전환율도 아니다. 마케팅의 모든 과정이 하나의 치밀한 프로세스로 설계되었는지가 문제다. 이 과정을 이해하면 고객은 반드시 당신이 만든 길을 따라 온다.『마케팅 설계자』는 포화된 시장에서 소비자 심리의 치밀한 분석과 가치 상승 전략으로 판매의 전 과정을 하나의 자동화된 ‘마케팅 시스템’으로 설계하는 방법을 알려준다. 이 시스템에는 잠재고객이 구매하기까지의 여정을 뜻하는 ‘세일즈 퍼널’과 고객을 더 높은 가치와 가격의 상품으로 유도하는 ‘가치 사다리’라는 두 가지 핵심 전략이 절묘하게 맞물려 있다. 그 안에서 좋은 카피와 많은 방문자 수와 높은 구매율은 따로 생각할 수 없다. 이 모든 요소들의 정교한 조합은 구식 카탈로그에 머물러 있던 판매 채널을 마케팅 기계로 탈바꿈시킨다. 새로운 고객을 거의 무제한으로 맞아들이고, 이들을 충성고객으로 바꾸는 일을 자동화하는 것이다.끊임없이 묘수를 탐색해야 하는 마케터들도, 온라인 비즈니스에 처음 도전하는 사람들도 차근차근 따르기만 하면 마케팅의 시작부터 끝까지 완성된 시스템을 만들 수 있도록 구성했다. 잠재고객이 얼마나 관심 있는지 ‘방문자 온도’ 측정하기부터, 고객의 심리를 간파해 만드는 맞춤형 퍼널 페이지 제작, ‘매력적인 캐릭터’ 전략을 활용한 지속적인 구매 유도까지 마케팅의 전 과정에서 누구나 즉각 응용할 수 있는 팁들이 가득 담겨 있다.                                 ",116255710.jpg,0,0
108,데미안 : 오리지널 초판본 표지디자인,헤르만 헤세,코너스톤(도서),2017년 01월 01일,9791187011590,220,소설/시/희곡,"내면에 우러나오는 진정한 운명을 위해,자기 자신을 찾아 헤맸던 한 어린 영혼의 치열한 여정!에밀 싱클레어의 이름으로 출간되었던 『데미안』의 오리지널 초판본 표지!헤르만 헤세의 ‘영혼의 전기’로 소개되는 『데미안』은 깊이 있는 정신분석과 자기 탐구로 가시밭 같은 자아 성찰의 길을 섬세하게 그려낸 그의 대표작이다. 이 책을 1919년 오리지널 초판본의 우아한 표지로 다시 만나보자. 평화와 질서가 있는 밝은 세계에 살던 싱클레어는 불량소년 프란츠 크로머에게 거짓말을 했다가 지속해서 돈을 빼앗기고 괴롭힘 당한다. 자신이 금지된 어두운 세계에 발을 들인 것에 괴로워하는 싱클레어를 신비로운 전학생 막스 데미안이 구해주고, 카인과 아벨, 선과 악, 빛과 어둠 등 지금까지 의심 없이 받아들였던 이원적인 종교관을 새롭게 해석하도록 이끌어준다. 이후 라틴어 학교를 졸업하고 데미안과 헤어져, 다시 어두운 세계를 방황하는 싱클레어에게 어느 날 ‘아브락사스’라는 신의 이름이 담긴 데미안의 기묘한 쪽지가 도착하는데….                                ",MidCate007.jpg,0,0
110,마음의 지혜,김경일,포레스트북스,2023년 05월 17일,9791192625508,396,인문,"어려운 인간관계, 멀게만 느껴지는 행복과 성공…“열심히 사는데 왜 아무것도 나아지지 않을까?”전 국민의 마음 멘토, 김경일이 전하는사람, 성공, 돈에서 자유로워지는 생각의 지혜들tvN [어쩌다 어른] 김경일 교수 최신작230만 구독 삼프로 TV 강력 추천유튜브 누적 조회수 1억 뷰인간은 사회적 동물이다. 인간관계, 일, 사랑, 돈 등 우리를 둘러싼 환경 그 어느 하나라도 충족하지 못하면 행복을 느끼기 어렵다. 하지만 아이러니하게도 인생에서 모든 조건을 완벽하게 충족하며 살아가는 사람은 없다. 결국 우리의 마음가짐에 따라 행복의 조건이 결정된다는 뜻이다.tvN [어쩌다 어른], [세바시] 등의 프로그램을 통해 힘들고 지친 이들의 마음을 어루만져주며 전 국민의 마음 멘토로 우뚝 선 김경일 교수는 이 책 『마음의 지혜』를 통해 우리가 살아가면서 마주하게 되는 다양한 고민과 불안을 모아 사람, 행복, 일, 사랑, 돈, 성공, 죽음이라는 7가지 키워드로 분류해냈다. 그리고 20년 넘게 인지심리학자로 살아오면서 탄탄히 쌓은 내공을 바탕으로 ‘내향적인 성격이 고민입니다’, ‘좋아하는 일과 잘하는 일 중 무엇을 선택할까요?’, ‘부자 되는 사람은 따로 있는 걸까요?’, ‘언제쯤 행복하다는 생각이 들까요?’처럼 누구나 한 번쯤 해봤을 고민에 대해 김경일 교수만의 유쾌함과 심리학자로서의 섬세함을 버무려 따뜻하면서도 세련된 공감과 조언을 건넨다. 그리고 이 책의 말미, 긴 인생을 살아가야 하는 우리가 앞으로 어떤 프레임으로 세상을 바라보아야 할지에 대해 단단한 위로와 희망을 건넨다.우리 삶 속 수많은 문제를 명쾌하게 풀어줄 대단한 해답지는 존재하지 않을지도 모른다. 그러나 희망이 사라지고, 좌절이 예정되어 있고, 몇 번이고 모든 걸 엎어버리고 싶을 때에도 우리 마음속에는 매일 작은 행복이 쌓여가고 있다. “우리가 꾸역꾸역 살아가고 있는 지금 이 순간에도 행복은 차곡차곡 쌓이고 있다”는 김경일 교수의 이야기처럼, 이 책은 우리 마음속에 질긴 힘줄처럼 얽히고설켜 일상을 지탱해주는 강인한 삶의 근육으로 자라나게 될 것이다.                                 ",118918574.jpg,0,0
